pose_x,pose_y,pose_z,orientation_x,orientation_y,orientation_z,orientation_w,steering_tire_angle,steering_tire_rotation_rate,acceleration,speed,jerk
-4.29614,-0.042206,0.0,0.0,0.0,-0.085313,0.996354,-0.024186,0.0,0.614867,3.434967,0.0
-4.226397,-0.054736,0.0,0.0,0.0,-0.085797,0.996313,-0.024186,0.0,0.614867,3.434967,0.0
-4.210393,-0.05746,0.0,0.0,0.0,-0.085935,0.996301,-0.024186,0.0,0.614867,3.434967,0.0
-4.174864,-0.06309,0.0,0.0,0.0,-0.086972,0.996211,-0.023961,0.0,0.607323,3.453885,0.0
-4.151682,-0.063873,0.0,0.0,0.0,-0.087212,0.99619,-0.023961,0.0,0.607323,3.453885,0.0
-4.034091,-0.085871,0.0,0.0,0.0,-0.089567,0.995981,-0.025707,0.0,0.605712,3.503674,0.0
-3.996259,-0.092419,0.0,0.0,0.0,-0.090091,0.995934,-0.021906,0.0,0.604953,3.535571,0.0
-3.996259,-0.092419,0.0,0.0,0.0,-0.090091,0.995934,-0.020803,0.0,0.610317,3.558897,0.0
-3.967681,-0.091912,0.0,0.0,0.0,-0.091539,0.995801,-0.020803,0.0,0.610317,3.558897,0.0
-3.938031,-0.097126,0.0,0.0,0.0,-0.092077,0.995752,-0.020803,0.0,0.610317,3.558897,0.0
-3.938031,-0.097126,0.0,0.0,0.0,-0.092077,0.995752,-0.021154,0.0,0.608053,3.603887,0.0
-3.847431,-0.115807,0.0,0.0,0.0,-0.094316,0.995542,-0.021154,0.0,0.608053,3.603887,0.0
-3.847374,-0.115817,0.0,0.0,0.0,-0.094318,0.995542,-0.021154,0.0,0.608053,3.603887,0.0
-3.805328,-0.122576,0.0,0.0,0.0,-0.095509,0.995429,-0.015915,0.0,0.603935,3.629743,0.0
-3.784187,-0.126472,0.0,0.0,0.0,-0.096016,0.99538,-0.015915,0.0,0.603935,3.629743,0.0
-3.755284,-0.131798,0.0,0.0,0.0,-0.09671,0.995313,-0.015915,0.0,0.603935,3.629743,0.0
-3.75359,-0.132111,0.0,0.0,0.0,-0.096751,0.995309,-0.012009,0.0,0.605759,3.666078,0.0
-3.690039,-0.144011,0.0,0.0,0.0,-0.098391,0.995148,-0.00866,0.0,0.609394,3.690304,0.0
-3.661162,-0.14948,0.0,0.0,0.0,-0.099075,0.99508,-0.00866,0.0,0.609394,3.690304,0.0
-3.658974,-0.149894,0.0,0.0,0.0,-0.099127,0.995075,-0.00866,0.0,0.604447,3.690397,0.0
-3.617276,-0.158026,0.0,0.0,0.0,-0.099901,0.994997,-0.00866,0.0,0.604447,3.690397,0.0
-3.596192,-0.162128,0.0,0.0,0.0,-0.10038,0.994949,-0.00866,0.0,0.604447,3.690397,0.0
-3.487665,-0.182997,0.0,0.0,0.0,-0.101559,0.99483,0.003119,0.0,0.604557,3.762788,0.0
-3.412751,-0.196241,0.0,0.0,0.0,-0.101492,0.994836,0.003119,0.0,0.604557,3.762788,0.0
-3.400039,-0.198814,0.0,0.0,0.0,-0.10169,0.994816,0.010101,0.0,0.603934,3.812996,0.0
-3.356168,-0.207695,0.0,0.0,0.0,-0.102372,0.994746,0.010101,0.0,0.603934,3.812996,0.0
-3.29739,-0.219313,0.0,0.0,0.0,-0.101677,0.994817,0.017861,0.0,0.605577,3.873341,0.0
-3.264622,-0.226044,0.0,0.0,0.0,-0.101977,0.994787,0.017861,0.0,0.605577,3.873341,0.0
-3.264438,-0.226082,0.0,0.0,0.0,-0.101979,0.994787,0.017861,0.0,0.605577,3.873341,0.0
-3.202021,-0.239211,0.0,0.0,0.0,-0.10108,0.994878,0.020474,0.0,0.604705,3.899766,0.0
-3.121008,-0.25315,0.0,0.0,0.0,-0.099768,0.995011,0.026808,0.0,0.608775,3.943145,0.0
-3.095997,-0.258329,0.0,0.0,0.0,-0.09968,0.99502,0.026808,0.0,0.608775,3.943145,0.0
-3.061667,-0.265439,0.0,0.0,0.0,-0.099558,0.995032,0.026808,0.0,0.608775,3.943145,0.0
-3.017038,-0.274427,0.0,0.0,0.0,-0.098033,0.995183,0.028602,0.0,0.606244,3.979219,0.0
-2.992111,-0.279549,0.0,0.0,0.0,-0.097792,0.995207,0.028602,0.0,0.606244,3.979219,0.0
-2.992111,-0.279549,0.0,0.0,0.0,-0.097792,0.995207,0.034207,0.0,0.604928,4.025827,0.0
-2.913781,-0.293177,0.0,0.0,0.0,-0.095015,0.995476,0.034207,0.0,0.604928,4.025827,0.0
-2.889454,-0.29812,0.0,0.0,0.0,-0.09463,0.995513,0.034207,0.0,0.604928,4.025827,0.0
-2.858631,-0.304383,0.0,0.0,0.0,-0.094141,0.995559,0.034207,0.0,0.604928,4.025827,0.0
-2.819582,-0.312318,0.0,0.0,0.0,-0.093522,0.995617,0.035921,0.0,0.603684,4.037158,0.0
-2.782913,-0.320589,0.0,0.0,0.0,-0.091205,0.995832,0.03948,0.0,0.610249,4.095981,0.0
-2.767675,-0.323606,0.0,0.0,0.0,-0.09088,0.995862,0.03948,0.0,0.610249,4.095981,0.0
-2.747356,-0.327627,0.0,0.0,0.0,-0.090447,0.995901,0.03948,0.0,0.610249,4.095981,0.0
-2.720626,-0.335037,0.0,0.0,0.0,-0.087782,0.99614,0.042355,0.0,0.606811,4.129454,0.0
-2.675972,-0.343621,0.0,0.0,0.0,-0.086616,0.996242,0.042355,0.0,0.606811,4.129454,0.0
-2.642027,-0.350146,0.0,0.0,0.0,-0.085729,0.996319,0.044193,0.0,0.606291,4.144751,0.0
-2.637412,-0.351033,0.0,0.0,0.0,-0.085608,0.996329,0.044193,0.0,0.606291,4.144751,0.0
-2.584464,-0.36109,0.0,0.0,0.0,-0.083114,0.99654,0.047007,0.0,0.60666,4.190248,0.0
-2.562723,-0.365081,0.0,0.0,0.0,-0.082454,0.996595,0.047007,0.0,0.60666,4.190248,0.0
-2.518816,-0.373141,0.0,0.0,0.0,-0.081121,0.996704,0.047007,0.0,0.60666,4.190248,0.0
-2.451495,-0.384039,0.0,0.0,0.0,-0.078111,0.996945,0.046285,0.0,0.608026,4.271883,0.0
-2.352401,-0.399232,0.0,0.0,0.0,-0.07431,0.997235,0.046285,0.0,0.608026,4.271883,0.0
-2.339994,-0.401318,0.0,0.0,0.0,-0.073849,0.997269,0.046285,0.0,0.606732,4.271963,0.0
-2.190782,-0.424899,0.0,0.0,0.0,-0.066551,0.997783,0.040159,0.0,0.606165,4.318645,0.0
-2.186204,-0.425632,0.0,0.0,0.0,-0.066368,0.997795,0.036602,0.0,0.606225,4.365491,0.0
-2.129179,-0.432668,0.0,0.0,0.0,-0.064134,0.997941,0.036461,0.0,0.613169,4.380605,0.0
-2.108169,-0.435787,0.0,0.0,0.0,-0.063259,0.997997,0.036461,0.0,0.613169,4.380605,0.0
-2.038944,-0.448922,0.0,0.0,0.0,-0.060066,0.998194,0.034208,0.0,0.604203,4.405837,0.0
-2.038944,-0.448922,0.0,0.0,0.0,-0.060066,0.998194,0.033951,0.0,0.607659,4.414389,0.0
-1.995222,-0.454988,0.0,0.0,0.0,-0.058268,0.998301,0.033951,0.0,0.607659,4.414389,0.0
-1.958457,-0.460088,0.0,0.0,0.0,-0.056757,0.998388,0.033951,0.0,0.607659,4.414389,0.0
-1.89644,-0.466895,0.0,0.0,0.0,-0.055273,0.998471,0.033304,0.0,0.606696,4.475199,0.0
-1.872251,-0.46997,0.0,0.0,0.0,-0.054343,0.998522,0.033304,0.0,0.606696,4.475199,0.0
-1.750603,-0.483679,0.0,0.0,0.0,-0.051357,0.99868,0.031734,0.0,0.606782,4.509969,0.0
-1.750603,-0.483679,0.0,0.0,0.0,-0.051357,0.99868,0.030873,0.0,0.616272,4.557924,0.0
-1.707071,-0.488819,0.0,0.0,0.0,-0.049868,0.998756,0.030873,0.0,0.616272,4.557924,0.0
-1.648975,-0.495684,0.0,0.0,0.0,-0.048751,0.998811,0.030873,0.0,0.616272,4.557924,0.0
-1.626454,-0.498193,0.0,0.0,0.0,-0.048062,0.998844,0.030873,0.0,0.616272,4.557924,0.0
-1.626454,-0.498193,0.0,0.0,0.0,-0.048062,0.998844,0.030077,0.0,0.606789,4.606397,0.0
-1.503179,-0.51494,0.0,0.0,0.0,-0.044845,0.998994,0.030077,0.0,0.606789,4.606397,0.0
-1.469926,-0.518404,0.0,0.0,0.0,-0.043916,0.999035,0.030077,0.0,0.606789,4.606397,0.0
-1.45634,-0.51982,0.0,0.0,0.0,-0.043536,0.999052,0.031802,0.0,0.605941,4.635443,0.0
-1.392982,-0.528419,0.0,0.0,0.0,-0.042019,0.999117,0.031206,0.0,0.611269,4.666478,0.0
-1.370644,-0.530589,0.0,0.0,0.0,-0.041442,0.999141,0.031206,0.0,0.611269,4.666478,0.0
-1.370644,-0.530589,0.0,0.0,0.0,-0.041442,0.999141,0.031832,0.0,0.606029,4.704188,0.0
-1.242596,-0.539152,0.0,0.0,0.0,-0.039458,0.999221,0.031832,0.0,0.606029,4.704188,0.0
-1.200346,-0.542958,0.0,0.0,0.0,-0.038431,0.999261,0.031485,0.0,0.607283,4.704262,0.0
-1.133011,-0.54774,0.0,0.0,0.0,-0.036865,0.99932,0.02959,0.0,0.607306,4.767914,0.0
-1.109233,-0.549788,0.0,0.0,0.0,-0.036306,0.999341,0.02959,0.0,0.607306,4.767914,0.0
-1.066259,-0.553488,0.0,0.0,0.0,-0.035295,0.999377,0.02959,0.0,0.607306,4.767914,0.0
-1.066259,-0.553488,0.0,0.0,0.0,-0.035295,0.999377,0.02799,0.0,0.613733,4.792554,0.0
-1.066259,-0.553488,0.0,0.0,0.0,-0.035295,0.999377,0.027314,0.0,0.60496,4.816901,0.0
-0.871841,-0.569904,0.0,0.0,0.0,-0.03012,0.999546,0.027314,0.0,0.60496,4.816901,0.0
-0.843141,-0.572,0.0,0.0,0.0,-0.029439,0.999567,0.027314,0.0,0.60496,4.816901,0.0
-0.803145,-0.57492,0.0,0.0,0.0,-0.028489,0.999594,0.025654,0.0,0.606876,4.87691,0.0
-0.803145,-0.57492,0.0,0.0,0.0,-0.028489,0.999594,0.024665,0.0,0.60612,4.886647,0.0
-0.743762,-0.58017,0.0,0.0,0.0,-0.027471,0.999623,0.024665,0.0,0.60612,4.886647,0.0
-0.679141,-0.584451,0.0,0.0,0.0,-0.025958,0.999663,0.024665,0.0,0.60612,4.886647,0.0
-0.664022,-0.585452,0.0,0.0,0.0,-0.025605,0.999672,0.023871,0.0,0.606938,4.926189,0.0
-0.603131,-0.587934,0.0,0.0,0.0,-0.024548,0.999699,0.022521,0.0,0.608929,4.954499,0.0
-0.572842,-0.589762,0.0,0.0,0.0,-0.023867,0.999715,0.022521,0.0,0.608929,4.954499,0.0
-0.527788,-0.592481,0.0,0.0,0.0,-0.022853,0.999739,0.022521,0.0,0.608929,4.954499,0.0
-0.48589,-0.596572,0.0,0.0,0.0,-0.022174,0.999754,0.020558,0.0,0.606337,4.980682,0.0
-0.403485,-0.601043,0.0,0.0,0.0,-0.020447,0.999791,0.018932,0.0,0.61974,5.167105,0.0
-0.295967,-0.604544,0.0,0.0,0.0,-0.019164,0.999816,0.017285,0.0,0.614928,5.167105,0.0
-0.155787,-0.611607,0.0,0.0,0.0,-0.017502,0.999847,0.014807,0.0,0.60821,5.167105,0.0
-0.135857,-0.612478,0.0,0.0,0.0,-0.017156,0.999853,0.014563,0.0,0.611008,5.167105,0.0
-0.108903,-0.613656,0.0,0.0,0.0,-0.016689,0.999861,0.014563,0.0,0.611008,5.167105,0.0
-0.076728,-0.614931,0.0,0.0,0.0,-0.016264,0.999868,0.013892,0.0,0.614106,5.167105,0.0
-0.034799,-0.616603,0.0,0.0,0.0,-0.01562,0.999878,0.013892,0.0,0.614106,5.167105,0.0
-0.016317,-0.617339,0.0,0.0,0.0,-0.015336,0.999882,0.01098,0.0,0.605973,5.167105,0.0
0.033332,-0.619318,0.0,0.0,0.0,-0.014573,0.999894,0.01098,0.0,0.605973,5.167105,0.0
0.071391,-0.622649,0.0,0.0,0.0,-0.014688,0.999892,0.017433,0.0,0.602552,5.168809,0.0
0.126074,-0.624546,0.0,0.0,0.0,-0.013972,0.999902,0.017433,0.0,0.602552,5.168809,0.0
0.169239,-0.626044,0.0,0.0,0.0,-0.013406,0.99991,0.017433,0.0,0.602552,5.168809,0.0
0.174544,-0.626228,0.0,0.0,0.0,-0.013337,0.999911,0.017966,0.0,0.60336,5.201999,0.0
0.264147,-0.627995,0.0,0.0,0.0,-0.01295,0.999916,0.017201,0.0,0.609892,5.232389,0.0
0.364549,-0.633361,0.0,0.0,0.0,-0.012456,0.999922,0.016344,0.0,0.603297,5.261489,0.0
0.454761,-0.635949,0.0,0.0,0.0,-0.01161,0.999933,0.01723,0.0,0.60451,5.292192,0.0
0.471801,-0.636437,0.0,0.0,0.0,-0.01145,0.999934,0.01723,0.0,0.60451,5.292192,0.0
0.541244,-0.639188,0.0,0.0,0.0,-0.010553,0.999944,0.016779,0.0,0.605312,5.319159,0.0
0.569864,-0.639966,0.0,0.0,0.0,-0.010286,0.999947,0.016779,0.0,0.605312,5.319159,0.0
0.62711,-0.641521,0.0,0.0,0.0,-0.009753,0.999952,0.016779,0.0,0.605312,5.319159,0.0
0.654976,-0.642402,0.0,0.0,0.0,-0.00919,0.999958,0.015917,0.0,0.604004,5.353524,0.0
0.7213,-0.644019,0.0,0.0,0.0,-0.008493,0.999964,0.015917,0.0,0.604004,5.353524,0.0
0.745282,-0.644604,0.0,0.0,0.0,-0.008241,0.999966,0.015579,0.0,0.605469,5.370004,0.0
0.804776,-0.645718,0.0,0.0,0.0,-0.007452,0.999972,0.014262,0.0,0.610543,5.397176,0.0
0.845486,-0.646571,0.0,0.0,0.0,-0.006999,0.999976,0.014262,0.0,0.610543,5.397176,0.0
0.867389,-0.64703,0.0,0.0,0.0,-0.006754,0.999977,0.014262,0.0,0.610543,5.397176,0.0
1.027508,-0.649114,0.0,0.0,0.0,-0.004893,0.999988,0.01211,0.0,0.604023,5.438714,0.0
1.071385,-0.652933,0.0,0.0,0.0,-0.004579,0.99999,0.010348,0.0,0.603618,5.467343,0.0
1.071385,-0.652933,0.0,0.0,0.0,-0.004579,0.99999,0.009647,0.0,0.607942,5.483524,0.0
1.174764,-0.653589,0.0,0.0,0.0,-0.003689,0.999993,0.008935,0.0,0.604961,5.524145,0.0
1.227736,-0.654342,0.0,0.0,0.0,-0.003101,0.999995,0.008935,0.0,0.604961,5.524145,0.0
1.269729,-0.656562,0.0,0.0,0.0,-0.003017,0.999995,0.008935,0.0,0.604961,5.524145,0.0
1.329261,-0.657199,0.0,0.0,0.0,-0.002427,0.999997,0.008935,0.0,0.604961,5.524145,0.0
1.385995,-0.657806,0.0,0.0,0.0,-0.001865,0.999998,0.008289,0.0,0.604854,5.538282,0.0
1.483539,-0.656564,0.0,0.0,0.0,-0.001829,0.999998,0.007985,0.0,0.603627,5.565442,0.0
1.545577,-0.657035,0.0,0.0,0.0,-0.001308,0.999999,0.007985,0.0,0.603627,5.565442,0.0
1.545577,-0.657035,0.0,0.0,0.0,-0.001308,0.999999,0.005296,0.0,0.610462,5.622333,0.0
1.708944,-0.659735,0.0,0.0,0.0,-0.000622,1.0,0.005296,0.0,0.610462,5.622333,0.0
1.874285,-0.659663,0.0,0.0,0.0,-0.000206,1.0,0.004624,0.0,0.604252,5.66434,0.0
1.903333,-0.660329,0.0,0.0,0.0,-0.000318,1.0,0.003841,0.0,0.60492,5.690553,0.0
1.939224,-0.660423,0.0,0.0,0.0,-0.000154,1.0,0.003841,0.0,0.60492,5.690553,0.0
2.02819,-0.660656,0.0,0.0,0.0,0.000251,1.0,0.003841,0.0,0.60492,5.690553,0.0
2.084609,-0.660804,0.0,0.0,0.0,0.000509,1.0,0.003475,0.0,0.602952,5.713045,0.0
2.135427,-0.661192,0.0,0.0,0.0,0.000382,1.0,0.002497,0.0,0.607956,5.743712,0.0
2.135427,-0.661192,0.0,0.0,0.0,0.000382,1.0,0.002007,0.0,0.603858,5.76998,0.0
2.266104,-0.660698,0.0,0.0,0.0,0.000363,1.0,0.001291,0.0,0.604884,5.801247,0.0
2.307719,-0.660702,0.0,0.0,0.0,0.000477,1.0,0.001291,0.0,0.604884,5.801247,0.0
2.365704,-0.660707,0.0,0.0,0.0,0.000635,1.0,0.001291,0.0,0.604884,5.801247,0.0
2.413812,-0.66114,0.0,0.0,0.0,0.000596,1.0,0.000984,0.0,0.603238,5.811208,0.0
2.439732,-0.661133,0.0,0.0,0.0,0.000649,1.0,0.000984,0.0,0.603238,5.811208,0.0
2.475121,-0.661124,0.0,0.0,0.0,0.000721,1.0,0.000984,0.0,0.603238,5.811208,0.0
2.551517,-0.661104,0.0,0.0,0.0,0.000877,1.0,0.000984,0.0,0.603238,5.811208,0.0
2.643667,-0.661043,0.0,0.0,0.0,0.000564,1.0,0.000621,0.0,0.603402,5.842076,0.0
2.643667,-0.661043,0.0,0.0,0.0,0.000564,1.0,-5.5e-05,0.0,0.605825,5.868017,0.0
2.669005,-0.661018,0.0,0.0,0.0,0.000601,1.0,-5.5e-05,0.0,0.605825,5.868017,0.0
2.750625,-0.661662,0.0,0.0,0.0,0.000536,1.0,-8.7e-05,0.0,0.606765,5.868063,0.0
2.791857,-0.661626,0.0,0.0,0.0,0.000572,1.0,-8.7e-05,0.0,0.606765,5.868063,0.0
2.863276,-0.661564,0.0,0.0,0.0,0.000636,1.0,-0.00025,0.0,0.605198,5.91349,0.0
2.976303,-0.66376,0.0,0.0,0.0,0.000536,1.0,-0.000454,0.0,0.602801,5.922695,0.0
3.037231,-0.663692,0.0,0.0,0.0,0.00056,1.0,-0.000454,0.0,0.602801,5.922695,0.0
3.037231,-0.663692,0.0,0.0,0.0,0.00056,1.0,-0.000487,0.0,0.606913,5.976796,0.0
3.157863,-0.664415,0.0,0.0,0.0,0.00048,1.0,-0.000487,0.0,0.606913,5.976796,0.0
3.221584,-0.664341,0.0,0.0,0.0,0.000478,1.0,-0.000487,0.0,0.606913,5.976796,0.0
3.273405,-0.665974,0.0,0.0,0.0,0.000309,1.0,-0.000545,0.0,0.603327,6.003025,0.0
3.294575,-0.66595,0.0,0.0,0.0,0.000301,1.0,-0.000545,0.0,0.603327,6.003025,0.0
3.337699,-0.665899,0.0,0.0,0.0,0.000285,1.0,-0.000545,0.0,0.603327,6.003025,0.0
3.38758,-0.665841,0.0,0.0,0.0,0.000267,1.0,-0.000193,0.0,0.603099,6.027749,0.0
3.395424,-0.665831,0.0,0.0,0.0,0.000264,1.0,-0.000193,0.0,0.603099,6.027749,0.0
3.505543,-0.66525,0.0,0.0,0.0,0.000155,1.0,-0.000496,0.0,0.603156,6.051906,0.0
3.572248,-0.665197,0.0,0.0,0.0,0.00012,1.0,-0.000907,0.0,0.603839,6.076503,0.0
3.572248,-0.665197,0.0,0.0,0.0,0.00012,1.0,-0.001049,0.0,0.605396,6.09026,0.0
3.685823,-0.664463,0.0,0.0,0.0,-5.8e-05,1.0,-0.001057,0.0,0.602379,6.0903,0.0
3.75073,-0.664429,0.0,0.0,0.0,-9.3e-05,1.0,-0.001057,0.0,0.602379,6.0903,0.0
3.75174,-0.664429,0.0,0.0,0.0,-9.3e-05,1.0,-0.001057,0.0,0.602379,6.0903,0.0
3.866285,-0.664844,0.0,0.0,0.0,-5.2e-05,1.0,-0.001057,0.0,0.602379,6.0903,0.0
3.939126,-0.66484,0.0,0.0,0.0,-8.6e-05,1.0,-0.001507,0.0,0.6027,6.126884,0.0
3.973917,-0.665272,0.0,0.0,0.0,2e-05,1.0,-0.001641,0.0,0.602897,6.14991,0.0
4.050708,-0.665267,0.0,0.0,0.0,-1.2e-05,1.0,-0.001641,0.0,0.602897,6.14991,0.0
4.112021,-0.665263,0.0,0.0,0.0,-3.8e-05,1.0,-0.001641,0.0,0.602897,6.14991,0.0
4.114059,-0.665263,0.0,0.0,0.0,-3.9e-05,1.0,-0.001763,0.0,0.601786,6.171377,0.0
4.233329,-0.665038,0.0,0.0,0.0,-0.00023,1.0,-0.001937,0.0,0.605995,6.198238,0.0
4.304151,-0.665023,0.0,0.0,0.0,-0.000266,1.0,-0.001937,0.0,0.605995,6.198238,0.0
4.385262,-0.664638,0.0,0.0,0.0,-0.000422,1.0,-0.001978,0.0,0.602678,6.221635,0.0
4.412199,-0.664641,0.0,0.0,0.0,-0.000441,1.0,-0.002031,0.0,0.603421,6.235185,0.0
4.477593,-0.664649,0.0,0.0,0.0,-0.000489,1.0,-0.002031,0.0,0.603421,6.235185,0.0
4.483064,-0.66465,0.0,0.0,0.0,-0.000493,1.0,-0.002031,0.0,0.603421,6.235185,0.0
4.588237,-0.664617,0.0,0.0,0.0,-0.000722,1.0,-0.002031,0.0,0.603421,6.235185,0.0
4.60843,-0.664626,0.0,0.0,0.0,-0.000741,1.0,-0.002057,0.0,0.60115,6.269038,0.0
4.713295,-0.664214,0.0,0.0,0.0,-0.000994,1.0,-0.001879,0.0,0.60234,6.292262,0.0
4.782814,-0.664281,0.0,0.0,0.0,-0.001071,0.999999,-0.001879,0.0,0.60234,6.292262,0.0
4.795716,-0.664294,0.0,0.0,0.0,-0.001085,0.999999,-0.001879,0.0,0.60234,6.292262,0.0
4.856313,-0.664352,0.0,0.0,0.0,-0.001153,0.999999,-0.001765,0.0,0.603622,6.311393,0.0
4.857463,-0.664353,0.0,0.0,0.0,-0.001154,0.999999,-0.001765,0.0,0.603622,6.311393,0.0
4.97596,-0.665191,0.0,0.0,0.0,-0.001368,0.999999,-0.001765,0.0,0.603622,6.311393,0.0
5.17082,-0.666937,0.0,0.0,0.0,-0.001624,0.999999,-0.000978,0.0,0.601906,6.35849,0.0
5.246426,-0.66652,0.0,0.0,0.0,-0.001776,0.999998,-0.000226,0.0,0.601118,6.379342,0.0
5.302025,-0.666674,0.0,0.0,0.0,-0.001841,0.999998,-0.000226,0.0,0.601118,6.379342,0.0
5.334201,-0.666763,0.0,0.0,0.0,-0.001879,0.999998,0.000405,0.0,0.603912,6.414865,0.0
5.430705,-0.66703,0.0,0.0,0.0,-0.001991,0.999998,0.000405,0.0,0.603912,6.414865,0.0
5.430705,-0.66703,0.0,0.0,0.0,-0.001991,0.999998,0.000558,0.0,0.601282,6.420374,0.0
5.459055,-0.666517,0.0,0.0,0.0,-0.001925,0.999998,0.000558,0.0,0.601282,6.420374,0.0
5.51603,-0.666714,0.0,0.0,0.0,-0.00198,0.999998,0.000558,0.0,0.601282,6.420374,0.0
5.560704,-0.666868,0.0,0.0,0.0,-0.002023,0.999998,0.000558,0.0,0.601282,6.420374,0.0
5.630426,-0.667109,0.0,0.0,0.0,-0.00209,0.999998,0.000882,0.0,0.60172,6.441319,0.0
5.630426,-0.667109,0.0,0.0,0.0,-0.00209,0.999998,0.001409,0.0,0.600951,6.458255,0.0
5.755063,-0.668864,0.0,0.0,0.0,-0.001993,0.999998,0.001409,0.0,0.600951,6.458255,0.0
5.755063,-0.668864,0.0,0.0,0.0,-0.001993,0.999998,0.001409,0.0,0.600951,6.458255,0.0
5.821611,-0.669118,0.0,0.0,0.0,-0.002036,0.999998,0.001409,0.0,0.600951,6.458255,0.0
5.869427,-0.669711,0.0,0.0,0.0,-0.00184,0.999998,0.002727,0.0,0.601092,6.489672,0.0
5.947886,-0.670026,0.0,0.0,0.0,-0.001853,0.999998,0.002727,0.0,0.601092,6.489672,0.0
6.014911,-0.670296,0.0,0.0,0.0,-0.001864,0.999998,0.003145,0.0,0.602257,6.500031,0.0
6.114262,-0.670657,0.0,0.0,0.0,-0.00168,0.999999,0.003395,0.0,0.602934,6.507506,0.0
6.143718,-0.670773,0.0,0.0,0.0,-0.00167,0.999999,0.003395,0.0,0.602934,6.507506,0.0
6.304122,-0.672033,0.0,0.0,0.0,-0.001346,0.999999,0.005222,0.0,0.60081,6.549281,0.0
6.351962,-0.672215,0.0,0.0,0.0,-0.001308,0.999999,0.005222,0.0,0.60081,6.549281,0.0
6.410001,-0.672437,0.0,0.0,0.0,-0.001261,0.999999,0.005222,0.0,0.60081,6.549281,0.0
6.62097,-0.673809,0.0,0.0,0.0,-0.000855,1.0,0.007456,0.0,0.603777,6.584821,0.0
6.687052,-0.674693,0.0,0.0,0.0,-0.000383,1.0,0.008765,0.0,0.599928,6.601386,0.0
6.752574,-0.674893,0.0,0.0,0.0,-0.000246,1.0,0.008765,0.0,0.599928,6.601386,0.0
6.823333,-0.675108,0.0,0.0,0.0,-9.8e-05,1.0,0.00956,0.0,0.600566,6.610182,0.0
6.910489,-0.675547,0.0,0.0,0.0,0.000542,1.0,0.010813,0.0,0.598925,6.624619,0.0
6.959169,-0.675641,0.0,0.0,0.0,0.000678,1.0,0.010813,0.0,0.598925,6.624619,0.0
7.036343,-0.67579,0.0,0.0,0.0,0.000892,1.0,0.010813,0.0,0.598925,6.624619,0.0
7.070267,-0.676074,0.0,0.0,0.0,0.001295,0.999999,0.012319,0.0,0.598646,6.638079,0.0
7.157081,-0.676118,0.0,0.0,0.0,0.001604,0.999999,0.012319,0.0,0.598646,6.638079,0.0
7.329699,-0.675661,0.0,0.0,0.0,0.002606,0.999997,0.014089,0.0,0.597973,6.650032,0.0
7.361185,-0.675631,0.0,0.0,0.0,0.002746,0.999996,0.014089,0.0,0.597973,6.650032,0.0
7.437158,-0.675559,0.0,0.0,0.0,0.003084,0.999995,0.016415,0.0,0.597945,6.662222,0.0
7.437501,-0.675558,0.0,0.0,0.0,0.003086,0.999995,0.016415,0.0,0.597945,6.662222,0.0
7.493858,-0.675505,0.0,0.0,0.0,0.003337,0.999994,0.016415,0.0,0.597945,6.662222,0.0
7.574021,-0.673705,0.0,0.0,0.0,0.004104,0.999992,0.017553,0.0,0.597135,6.665286,0.0
7.646255,-0.673506,0.0,0.0,0.0,0.004491,0.99999,0.017553,0.0,0.597135,6.665286,0.0
7.697142,-0.675246,0.0,0.0,0.0,0.005745,0.999983,0.019526,0.0,0.596492,6.664804,0.0
7.75215,-0.674974,0.0,0.0,0.0,0.006094,0.999981,0.019526,0.0,0.596492,6.664804,0.0
7.788279,-0.674795,0.0,0.0,0.0,0.006324,0.99998,0.019999,0.0,0.593688,6.659509,0.0
7.846296,-0.674508,0.0,0.0,0.0,0.006692,0.999978,0.019999,0.0,0.593688,6.659509,0.0
7.85754,-0.674452,0.0,0.0,0.0,0.006763,0.999977,0.022576,0.0,0.589338,6.625727,0.0
7.947057,-0.671783,0.0,0.0,0.0,0.007578,0.999971,0.022576,0.0,0.589338,6.625727,0.0
7.99864,-0.671334,0.0,0.0,0.0,0.007965,0.999968,0.022576,0.0,0.589338,6.625727,0.0
8.03054,-0.671057,0.0,0.0,0.0,0.008204,0.999966,0.024402,0.0,0.589173,6.550021,0.0
8.120355,-0.668919,0.0,0.0,0.0,0.009275,0.999957,0.02615,0.0,0.579804,6.449307,0.0
8.175956,-0.668275,0.0,0.0,0.0,0.009749,0.999952,0.02615,0.0,0.579804,6.449307,0.0
8.205027,-0.667938,0.0,0.0,0.0,0.009997,0.99995,0.02615,0.0,0.579804,6.449307,0.0
8.283307,-0.667031,0.0,0.0,0.0,0.010664,0.999943,0.02615,0.0,0.579804,6.449307,0.0
8.332467,-0.665225,0.0,0.0,0.0,0.011566,0.999933,0.029253,0.0,0.578543,6.304009,0.0
8.431242,-0.663738,0.0,0.0,0.0,0.012518,0.999922,0.029253,0.0,0.578543,6.304009,0.0
8.496061,-0.662762,0.0,0.0,0.0,0.013142,0.999914,0.030739,0.0,0.569699,6.249299,0.0
8.635078,-0.659405,0.0,0.0,0.0,0.015048,0.999887,0.030739,0.0,0.55,6.249299,0.0
8.71153,-0.657939,0.0,0.0,0.0,0.015885,0.999874,0.035005,0.0,0.563226,6.072268,0.0
8.765757,-0.656026,0.0,0.0,0.0,0.017283,0.999851,0.037034,0.0,0.559888,6.009214,0.0
